System,Title,FW,LTD,Publisher,Release Date
PSP,Arcana Famiglia: La Storia Della Arcana Famiglia,11.5,17.876,Comfort,27/10/2011
PSP,Arcana Famiglia: Vascello Phantasma no Majutsushi,7.04,13.079,Comfort,21/06/2012
PS2,Arcana Heart,24.93,39.043,AQ Interactive,11/10/2007
360,Arcana Heart 3,7.868,13.651,Arc System Works,13/01/2011
PS3,Arcana Heart 3,19.306,36.192,Arc System Works,13/01/2011
PS3,Arcana Heart 3 [All Versions],19.306,44.052,Arc System Works,13/01/2011
PS3,Arcana Heart 3: Love Max!!!!!,7.86,7.86,Arc System Works,29/05/2014
PSV,Arcana Heart 3: Love Max!!!!!,2.98,2.98,Arc System Works,29/05/2014
SAT,Arcana Strikes,14.784,14.784,Takara,11/12/1997
360,Arcania: Gothic 4,2.705,4.635,CyberFront,24/03/2011
PSP,Archer Maclean's Mercury,2.722,6.854,SCE,4/8/2005
PS2,Arcobaleno!,3.2,5.863,Idea Factory,14/05/2009
PSP,Arcobaleno! Portable,,4.189,Idea Factory,28/01/2010
PSP,Are You Alice?,7.507,12.103,Idea Factory,7/4/2011
PS4,A-Ressha de Ikou Exp.,10.14,10.14,Artdink,21/12/2017
SFC,Aretha II: Ariel no Fushigi na Tabi,2.157,2.157,Yanoman,2/12/1994
PS2,Aria the Natural: Tooi Yume no Mirage,7.969,7.969,Alchemist,28/09/2006
PS2,Aria the Origination: Aoi Hoshi no El Cielo,7.221,7.221,Alchemist,26/06/2008
PS4,Ark: Survival Evolved,72.58,190.325,Spike Chunsoft,26/10/2017
PS2,Armen Noir,,4.019,Idea Factory,9/12/2010
PSP,Armen Noir Portable,3.469,6.115,Idea Factory,12/4/2012
PS1,Armored Core,59.181,142.811,From Software,10/7/1997
PS2,Armored Core 2,122.19,205.884,From Software,3/8/2000
PS2,Armored Core 2: Another Age,102.045,189.636,From Software,12/4/2001
PS2,Armored Core 3,126.278,224.964,From Software,4/4/2002
PSP,Armored Core 3 Portable,38.232,72.929,From Software,30/07/2009
PS2,Armored Core 3: Silent Line,103.229,162.143,From Software,23/01/2003
360,Armored Core 4,12.673,21.096,From Software,22/03/2007
PS3,Armored Core 4,36.446,83.849,From Software,21/12/2006
360,Armored Core 4 [All Versions],12.673,37.572,From Software,22/03/2007
360,Armored Core 4 [Platinum Collection],2.006,16.476,From Software,10/1/2008
PS3,Armored Core V,170.237,223.656,From Software,26/01/2012
360,Armored Core V,23.82,29.936,From Software,26/01/2012
PS3,Armored Core: For Answer,50.423,87.683,From Software,19/03/2008
360,Armored Core: For Answer,24.549,40.391,From Software,19/03/2008
PS3,Armored Core: For Answer [All Versions],50.423,98.097,From Software,19/03/2008
360,Armored Core: For Answer [All Versions],24.549,51.365,From Software,19/03/2008
360,Armored Core: For Answer [Platinum Collection],2.2,10.974,From Software,8/1/2009
PS3,Armored Core: For Answer [PlayStation 3 the Best],840,10.414,From Software,18/12/2008
PSP,Armored Core: Formula Front,11.21,45.561,From Software,12/12/2004
PS2,Armored Core: Formula Front,7.356,17.117,From Software,3/3/2005
PSP,Armored Core: Formula Front [All Versions],11.21,48.034,From Software,12/12/2004
PSP,Armored Core: Formula Front International [PSP the Best],2.473,2.473,From Software,17/11/2005
PS2,Armored Core: Last Raven,47.952,80.419,From Software,4/8/2005
PS2,Armored Core: Last Raven [All Versions],47.952,81.965,From Software,4/8/2005
PS2,Armored Core: Last Raven [PlayStation 2 the Best],1.546,1.546,From Software,30/11/2006
PSP,Armored Core: Last Raven Portable,16.483,30.553,From Software,4/3/2010
PS1,Armored Core: Master of Arena,77.562,134.289,From Software,4/2/1999
PS2,Armored Core: Nexus,86.138,132.656,From Software,18/03/2004
PS2,Armored Core: Nine Breaker,44.913,67.591,From Software,28/10/2004
PS1,Armored Core: Project Phantasma,49.565,66.765,From Software,4/12/1997
PS1,Armored Core: Project Phantasma [All Versions],49.565,74.384,From Software,4/12/1997
PS1,Armored Core: Project Phantasma [PlayStation the Best],7.619,7.619,From Software,19/11/1998
PSP,Armored Core: Silent Line Portable,17.951,43.647,From Software,19/11/2009
360,Armored Core: Verdict Day,5.332,9.227,From Software,26/09/2013
PS3,Armored Core: Verdict Day,69.611,128.068,From Software,26/09/2013
SWI,Arms,122.007,456.927,Nintendo,16/06/2017
PSV,Army Corps of Hell,,27.951,Square Enix,17/12/2011
PS2,Army Men: RTS,3.392,3.392,Capcom,30/01/2003
360,Army of Two,8.89,14.21,Electronic Arts,19/03/2008
PS3,Army of Two,11.16,30.201,Electronic Arts,19/03/2008
360,Army of Two: The 40th Day,2.838,6.764,Electronic Arts,25/03/2010
PS3,Army of Two: The 40th Day,,15.296,Electronic Arts,25/03/2010
PS3,Army of Two: The 40th Day [All Versions],,18.529,Electronic Arts,25/03/2010
PS3,Army of Two: The 40th Day [EA Best Hits],,3.233,Electronic Arts,27/01/2011
PSP,Army of Two: The 40th Day Portable,,6.225,Electronic Arts,24/06/2010
PS3,Army of Two: The Devil's Cartel,3.931,9.831,Electronic Arts,28/03/2013
360,Army of Two: The Devil's Cartel,1.017,1.753,Electronic Arts,28/03/2013
PS3,Arslan: The Warriors of Legend,9.878,12.479,Koei Tecmo,1/10/2015
PS4,Arslan: The Warriors of Legend,8.784,8.784,Koei Tecmo,1/10/2015
NDS,Art Academy,22.053,355.564,Nintendo,19/06/2010
WIU,Art Academy: Home Studio,1.882,1.882,Nintendo,12/11/2015
3DS,Art Academy: Lessons for Everyone,37.753,179.767,Nintendo,13/09/2012
PS1,Art Camion: Geijutsuden,23.756,23.756,TYO,16/12/1999
NG,Art of Fighting 3: The Path of the Warrior [Neo Geo CD],20.877,24.889,SNK,14/06/1996
PS1,Arubarea no Otome: Uruwashi no Seishikitachi,6.156,6.156,NCS,8/10/1998
PCE,Arunamu No Kiba Juuzokujuu Nishinto Densetsu [Turbo CD],,43.308,Right Stuff,23/12/1994
PSP,"Asaki, Yumemishi",,4.789,QuinRose,28/04/2011
NDS,ASH: Archaic Sealed Heat,58.102,151.24,Nintendo,4/10/2007
3DS,Asphalt 3D: Nitro Racing,,14.289,Konami,10/3/2011
PSV,Asphalt: Injection,,7.079,Konami,17/12/2011
PS3,Assassin's Creed,36.898,82.459,Ubisoft,31/01/2008
360,Assassin's Creed,34.054,51.823,Ubisoft,29/11/2007
PS3,Assassin's Creed [All Versions],36.898,182.286,Ubisoft,31/01/2008
360,Assassin's Creed [All Versions],34.054,51.823,Ubisoft,29/11/2007
PS3,Assassin's Creed [Ubi the Best],,14.895,Ubisoft,4/12/2008
PS3,Assassin's Creed I + II Welcome Pack,6.578,84.932,Ubisoft,19/07/2012
PS3,Assassin's Creed II,55.789,109.813,Ubisoft,3/12/2009
360,Assassin's Creed II,28.085,40.837,Ubisoft,3/12/2009
PS3,Assassin's Creed II [All Versions],55.789,235.093,Ubisoft,3/12/2009
360,Assassin's Creed II [All Versions],28.085,45.479,Ubisoft,3/12/2009
PS3,Assassin's Creed II: Special Edition,6.067,36.944,Ubisoft,5/8/2010
360,Assassin's Creed II: Special Edition [Platinum Collection],1.354,4.642,Ubisoft,5/8/2010
360,Assassin's Creed III,8.791,11.191,Ubisoft,15/11/2012
PS3,Assassin's Creed III,85.918,136.794,Ubisoft,15/11/2012
WIU,Assassin's Creed III,3.282,17.451,Ubisoft,8/12/2012
PSV,Assassin's Creed III: Liberation,22.11,40.866,Ubisoft,15/11/2012
PS4,Assassin's Creed IV: Black Flag,12.885,201.224,Ubisoft,22/02/2014
PS3,Assassin's Creed IV: Black Flag,50.032,102.751,Ubisoft,28/11/2013
360,Assassin's Creed IV: Black Flag,2.993,4.077,Ubisoft,28/11/2013
WIU,Assassin's Creed IV: Black Flag,,2.39,Ubisoft,28/11/2013
PS3,Assassin's Creed IV: Black Flag [All Versions],50.032,105.2,Ubisoft,28/11/2013
PSP,Assassin's Creed: Bloodlines,16.221,39.202,Ubisoft,23/12/2009
PSP,Assassin's Creed: Bloodlines [All Versions],16.221,44.351,Ubisoft,23/12/2009
PSP,Assassin's Creed: Bloodlines [Ubi the Best],,5.149,Ubisoft,5/8/2010
360,Assassin's Creed: Brotherhood,11.766,19.181,Ubisoft,9/12/2010
PS3,Assassin's Creed: Brotherhood,39.198,78.922,Ubisoft,9/12/2010
PS3,Assassin's Creed: Brotherhood - Special Edition,6.184,24.14,Ubisoft,4/8/2011
360,Assassin's Creed: Brotherhood - Special Edition,1.258,4.731,Ubisoft,4/8/2011
360,Assassin's Creed: Brotherhood [All Versions],11.766,23.912,Ubisoft,9/12/2010
PS3,Assassin's Creed: Brotherhood [All Versions],39.198,106.466,Ubisoft,9/12/2010
PS3,Assassin's Creed: Connor Saga,2.449,2.449,Ubisoft,20/03/2014
PS3,Assassin's Creed: Ezio Trilogy,2.185,3.404,Ubisoft,6/9/2012
PS4,Assassin's Creed: Odyssey,50.173,107.587,Ubisoft,5/10/2018
PS4,Assassin's Creed: Origins,53.716,113.642,Ubisoft,27/10/2017
360,Assassin's Creed: Revelations,7.162,11.926,Ubisoft,1/12/2011
PS3,Assassin's Creed: Revelations,40.44,66.358,Ubisoft,1/12/2011
PS3,Assassin's Creed: Revelations - Special Edition,2.355,14.585,Ubisoft,18/04/2013
360,Assassin's Creed: Revelations [All Versions],7.162,11.926,Ubisoft,1/12/2011
PS3,Assassin's Creed: Revelations [All Versions],40.44,84.347,Ubisoft,1/12/2011
PS3,Assassin's Creed: Rogue,19.496,19.496,Ubisoft,11/12/2014
PS4,Assassin's Creed: Rogue Remastered,3.909,3.909,Ubisoft,22/03/2018
PS4,Assassin's Creed: Syndicate,39.858,58.343,Ubisoft,12/11/2015
PS4,Assassin's Creed: The Ezio Collection,6.399,6.399,Ubisoft,23/02/2017
PS4,Assassin's Creed: Unity,43.838,222.942,Ubisoft,20/11/2014
SAT,Assault Suit Leynos 2,27.342,34.753,NCS,21/02/1997
PS1,Assault Suits Valken 2,8.416,8.416,NCS,29/07/1999
PS4,Assetto Corsa: Ultimate Edition,2.142,2.142,Oizumi Amuzio,27/09/2018
SAT,Astal,,23.918,SEGA,28/04/1995
PSP,Astonishia Story,1.444,1.444,Compile Heart,28/09/2006
PS4,Astro Bot: Rescue Mission [PlayStation VR],2.807,4.713,SIE,4/10/2018
PS1,Astronoka,26.65,48.466,Enix,27/08/1998
PS1,Asuka 120% Excellent: Burning Fest. Excellent,18.214,18.214,Family Soft,9/5/1997
PS1,Asuka 120% Final: Burning Fest. Final,15.618,15.618,Family Soft,27/05/1999
SAT,Asuka 120% Limited: Burning Fest. Limited,11.731,11.731,ASK Kodansha,9/10/1997
PCE,Asuka 120% Maxima: Burning Fest. Maxima [Turbo CD],22.531,29.704,NEC,28/07/1995
PS3,Asura's Wrath,34.891,59.938,Capcom,23/02/2012
360,Asura's Wrath,2.621,4.879,Capcom,23/02/2012
PSV,at field,,2.728,Sonic Powered,29/03/2012
NDS,Atelier Annie: The Alchemist of Sera island,14.549,38.103,Gust,12/3/2009
PSV,Atelier Ayesha Plus: The Alchemist of Dusk,12.253,19.702,Gust,27/03/2014
PS3,Atelier Ayesha: The Alchemist of Dusk,75.874,103.375,Gust,28/06/2012
PS3,Atelier Ayesha: The Alchemist of Dusk [All Versions],75.874,105.605,Gust,28/06/2012
PS3,Atelier Ayesha: The Alchemist of Dusk [Gust Best Price],,2.23,Gust,23/05/2013
PS1,Atelier Elie: The Alchemist of Salburg 2,80.118,161.351,Gust,17/12/1998
PSP,Atelier Elkrone: Dear for Otomate,7.36,13.352,Idea Factory,12/4/2012
PSV,Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,16.612,19.877,Koei Tecmo,22/01/2015
PS3,Atelier Escha & Logy: Alchemists of the Dusk Sky,58.169,91.538,Gust,27/06/2013
PS4,Atelier Firis: The Alchemist and the Mysterious Journey,17.664,34.745,Koei Tecmo,2/11/2016
PSV,Atelier Firis: The Alchemist and the Mysterious Journey,17.664,22.239,Koei Tecmo,2/11/2016
PS2,Atelier Iris 2: The Azoth of Destiny,33.302,57.642,Gust,26/05/2005
PS2,Atelier Iris 3: Grand Phantasm,24.853,45.418,Gust,29/06/2006
PS2,Atelier Iris: Eternal Mana,44.76,80.969,Gust,27/05/2004
PS2,Atelier Judie: The Alchemist of Guramnat,38.007,66.925,Gust,27/06/2002
PSP,Atelier Judie: The Alchemist of Guramnat - Toraware no Morito,11.278,25.802,Gust,8/4/2010
PS2,Atelier Lilie: The Alchemist of Salburg 3,47.377,90.203,Gust,21/06/2001
PS2,Atelier Lilie: The Alchemist of Salburg 3 Plus,3.655,3.655,Gust,4/4/2002
NDS,Atelier Lina: The Alchemist of Strahl,10.41,22.404,Gust,22/12/2009
NDS,Atelier Lise: The Alchemist of Orudoru,21.739,40.542,Gust,19/04/2007
PS4,Atelier Lulua: The Scion of Arland,22.178,35.798,Koei Tecmo,20/03/2019
SWI,Atelier Lulua: The Scion of Arland,10.591,10.591,Koei Tecmo,20/03/2019
PS4,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,22.996,31.092,Koei Tecmo,21/12/2017
DC,Atelier Marie & Elie: The Alchemist of Salburg 1 + 2,2.892,2.892,Kool Kizz Amusement Works,15/11/2001
PS2,Atelier Marie + Elie: The Alchemist of Salburg 1 + 2,5.747,5.747,Gust,27/10/2005
GB,Atelier Marie GB / Elie GB,21.369,59.226,Imagineer,8/1/2000
PS1,Atelier Marie Plus: The Alchemist of Salburg,27.175,42.654,Gust,4/6/1998
SAT,Atelier Marie Ver.1.3: The Alchemist of Salburg,27.321,27.321,Imagineer,11/12/1997
GBA,"Atelier Marie, Elie & Anis: Soyokaze kara no Dengon",9.47,12.9,Banpresto,24/01/2003
PS1,Atelier Marie: The Alchemist of Salburg,80.354,212.307,Gust,23/05/1997
PSV,Atelier Meruru Plus: The Apprentice of Arland,24.996,45.563,Gust,20/03/2013
PS3,Atelier Meruru: The Apprentice of Arland,100.722,137.764,Gust,23/06/2011
PS3,Atelier Meruru: The Apprentice of Arland [All Versions],100.722,144.998,Gust,23/06/2011
PS3,Atelier Meruru: The Apprentice of Arland [PlayStation 3 the Best],2.648,7.234,Gust,31/05/2012
PSV,Atelier Rorona Plus: The Alchemist of Arland,17.547,33.393,Gust,21/11/2013
PS3,Atelier Rorona Plus: The Alchemist of Arland,15.575,27.462,Gust,21/11/2013
3DS,Atelier Rorona Plus: The Alchemist of Arland,7.049,10.773,Koei Tecmo,4/6/2015
PS3,Atelier Rorona: The Alchemist of Arland,47.456,75.063,Gust,25/06/2009
PS3,Atelier Rorona: The Alchemist of Arland [All Versions],47.456,94.232,Gust,25/06/2009
PS3,Atelier Rorona: The Alchemist of Arland [PlayStation 3 the Best],4.186,8.617,Gust,23/09/2010
PS3,Atelier Rorona: The Alchemist of Arland [PlayStation 3 the Best] [Reprint],,10.552,Gust,31/05/2012
PSV,Atelier Shallie Plus: Alchemists of the Dusk Sea,15.559,22.911,Bandai Namco,3/3/2016
PS3,Atelier Shallie: Alchemists of the Dusk Sea,54.554,72.811,Gust,17/07/2014
PS4,Atelier Sophie: The Alchemist of the Mysterious Book,28.261,39.601,Koei Tecmo,19/11/2015
PSV,Atelier Sophie: The Alchemist of the Mysterious Book,28.35,36.966,Koei Tecmo,19/11/2015
PS3,Atelier Sophie: The Alchemist of the Mysterious Book,11.643,11.643,Koei Tecmo,19/11/2015
PSV,Atelier Totori Plus: The Adventurer of Arland,30.956,56.643,Gust,29/11/2012
PS3,Atelier Totori: The Adventurer of Arland,72.836,104.711,Gust,24/06/2010
PS3,Atelier Totori: The Adventurer of Arland [All Versions],72.836,133.495,Gust,24/06/2010
PS3,Atelier Totori: The Adventurer of Arland [PlayStation 3 the Best],6.125,21.049,Gust,26/05/2011
PS3,Atelier Totori: The Adventurer of Arland [PlayStation 3 the Best] [Reprint],,7.735,Gust,31/05/2012
PS2,Atelier Violet: The Alchemist of Guramnat 2,33.333,58.566,Gust,26/06/2003
PSP,Atelier Violet: The Alchemist of Guramnat 2 - Deep Blue Memories,6.528,15.685,Gust,3/2/2011
PS4,Atelier: The Alchemist of Arland 1-2-3 DX Premium Box,4.451,4.451,Koei Tecmo,20/09/2018
SWI,Atelier: The Alchemist of Arland 1-2-3 DX Premium Box,2.339,2.339,Koei Tecmo,20/09/2018
PS2,A-Train 2001,11.266,11.266,Artdink,8/3/2001
PS1,A-Train 5,38.374,77.5,Artdink,4/12/1997
PS2,A-Train 6,17.842,67.833,Artdink,4/3/2000
NDS,A-Train DS,11.532,46.757,Artdink,23/04/2009
SFC,A-Train III: Super Version,11.691,16.684,Pack-In-Video,29/09/1995
PS1,A-Train IV,51.914,182.197,Artdink,3/12/1994
PS1,A-Train IV: Global,18.305,18.305,Artdink,22/11/1995
3DS,A-Train: City Simulator,22.814,48.489,Artdink,13/02/2014
3DS,A-Train: City Simulator Neo,2.474,2.474,Artdink,1/12/2016
DC,Atsumare! GuruGuru Onsen,13.446,19.759,SEGA,23/09/1999
NDS,Atsumare! Power Pro Kun no DS Koushien,18.85,90.144,Konami,3/8/2006
NDS,Atsumare! Power Pro Kun no DS Koushien [All Versions],18.85,127.544,Konami,3/8/2006
NDS,Atsumare! Power Pro Kun no DS Koushien [Konami the Best],2.77,37.4,Konami,26/07/2007
SWI,Attack on Titan 2,28.099,83.746,Koei Tecmo,15/03/2018
PS4,Attack on Titan 2,28.807,76.315,Koei Tecmo,15/03/2018
PSV,Attack on Titan 2,12.323,27.092,Koei Tecmo,15/03/2018
3DS,Attack on Titan 2: Future Coordinates,10.402,51.109,Spike Chunsoft,30/11/2017
3DS,Attack on Titan: Escape from Certain Death,11.451,17.724,Koei Tecmo,11/5/2017
3DS,Attack on Titan: Humanity in Chains,89.448,311.556,Spike Chunsoft,5/12/2013
3DS,Attack on Titan: Humanity in Chains - Chain,19.172,116.145,Spike Chunsoft,4/12/2014
3DS,Attack on Titan: Humanity in Chains [All Versions],89.448,427.701,Spike Chunsoft,5/12/2013
PSV,Attack on Titan: Wings of Freedom,51.164,123.989,Koei Tecmo,18/02/2016
PS4,Attack on Titan: Wings of Freedom,57.65,114.952,Koei Tecmo,18/02/2016
PS3,Attack on Titan: Wings of Freedom,26.005,52.736,Koei Tecmo,18/02/2016
PS1,AubirdForce,57.445,107.628,Bandai,25/10/1996
PS1,AubirdForce After,8.922,8.922,Bandai,22/10/1998
PS2,Aufstieg Und Fall Des Dritten Reiches II,2.059,2.059,Marionette,1/9/2005
PS2,Auto Modellista,69.602,124.913,Capcom,22/08/2002
NDS,Avalon Code,14.893,73.25,Marvelous Entertainment,1/11/2008
NDS,Away: Shuffle Dungeon,1.851,1.851,AQ Interactive,16/10/2008
PS2,Ayaka Shibito: Genyou Ibun Roku,4.57,4.57,Dimple,31/08/2006
PSV,Ayakashi Gohan: Oomori!,3.202,3.202,Honeybee,8/10/2015
PS1,Ayrton Senna Kart Duel,19.955,27.829,Gaps,13/09/1996
PS1,Azito 2,15.362,21.472,Banpresto,15/10/1998
PS1,Azito 3,11.533,11.533,Banpresto,17/02/2000
3DS,Azito 3D,,8.25,Hamster,3/11/2011
PS1,Azumanga Donjara Daiou,14.416,31.295,Bandai,18/04/2002
PS2,Azumi,2.875,2.875,Entertainment Software Publishing,24/03/2005
3DS,Azure Striker Gunvolt: Striker Pack,8.096,8.096,Inti Creates,25/08/2016
SWI,Azure Striker Gunvolt: Striker Pack,3.196,3.196,Inti Creates,31/08/2017
PS1,B.L.U.E: Legend of Water,13.227,19.605,Hudson,9/7/1998
PS1,Baby Universe,6.942,6.942,SCE,20/06/1997
PS2,Backyard Wrestling,6.022,6.022,Eidos,15/04/2004
PS2,Backyard Wrestling 2: There Goes the Neighborhood,3.235,3.235,Eidos,7/4/2005
PSV,Bad Apple Wars,3.962,3.962,Idea Factory,19/11/2015
SFC,Bahamut Lagoon,208.385,474.68,Square,9/2/1996
PSP,Baka to Test to Shoukanjuu Portable,7.392,12.562,Kadokawa Games,13/12/2012
NDS,Bakegyamon: Ayakashi Fighting,2.174,2.174,Takara Tomy,1/3/2007
PSP,Bakemonogatari Portable,34.513,48.349,Bandai Namco,23/08/2012
SAT,Baku Baku Animal,13.074,18.951,SEGA,10/11/1995
PSP,Bakudan Handan,2.687,5.604,Idea Factory,14/06/2012
PS2,Bakuen Kakusei: Neverland Senki Zero,7.398,7.398,Idea Factory,22/07/2004
NDS,Bakugan Battle Brawlers DS: Defenders of the Core,,24.718,SEGA,9/12/2010
NDS,Bakuman: Mangaka e no Michi,,23.738,Bandai Namco,15/12/2011
SFC,Bakumatsu Korinden Oni,30.014,47.16,Banpresto,2/2/1996
PS2,Bakumatsu Renka: Karyu Kenshi-den,4.458,4.458,D3 Publisher,4/10/2007
PS2,Bakumatsu Renka: Shinsengumi,7.163,7.163,D3 Publisher,22/12/2004
NDS,Bakumatsu Renka: Shinsengumi DS,6.2,19.26,D3 Publisher,27/11/2008
PSP,Bakumatsu Rock,8.645,11.587,Marvelous AQL,27/02/2014
PSV,Bakumatsu Rock: Ultra Soul,5.383,5.383,Marvelous,25/09/2014
PSP,Bakumatsu Rock: Ultra Soul,4.147,4.147,Marvelous,25/09/2014
SAT,Bakuretsu Hunter,,23.06,I'Max,26/04/1996
PS1,Bakusou Dekotora Densetsu 2: Straight Man Dream Life,59.655,154.274,Spike,16/12/1999
PS1,Bakusou Dekotora Densetsu: Art Truck Battle,64.4,354.981,Human,25/06/1998
PS2,Bakusou Dekotora Densetsu: Big Mutha Truckers,6.435,6.435,Spike,22/01/2004
NDS,Bakusou Dekotora Densetsu: Black,1.2,1.2,Spike,20/03/2008
PS2,Bakusou Dekotora Densetsu: Otoko Hanamichi Yume Roman,34.55,77.205,Spike,23/01/2003
PS1,Bakusou Kyoudai Let's & Go!! Eternal Wings,19.844,19.844,Jaleco,30/07/1998
GB,Bakuten Shoot Beyblade [Game Boy Color],55.049,225.276,Broccoli,27/07/2001
GBA,Bakuten Shoot Beyblade 2002: Ikuze! Gekitou! Chou Jiryoku Battle!!,8.893,51.675,Broccoli,27/06/2002
GBA,Bakuten Shoot Beyblade 2002: Team Battle!! Daichi-hen - Huang Yong Chapter / Takao-hen - Blue Dragon Chapter,7.3,7.3,Broccoli,6/12/2002
PS1,Bakuten Shoot Beyblade: Beybattle Tournament,13.844,33.218,Takara,13/12/2001
GBA,Bakuten Shoot Beyblade: Gekitou! Saikyou Blade,32.89,177.097,Broccoli,6/12/2001
PS2,Baldr Bullet Equilibrium,5.882,5.882,Technical Group Laboratory,25/10/2007
PS2,Baldr Force EXE,10.534,15.939,Alchemist,7/4/2005
PS2,Baldur's Gate: Dark Alliance,6.452,6.452,Pacific Century Cyberworks Japan,26/09/2002
PS2,Baldur's Gate: Dark Alliance II,5.565,5.565,TITUS Japan,22/12/2004
PSP,Bamboo Blade: Sorekara no Chousen,3.9,7.615,Gadget Soft,28/05/2009
3DS,Bandai Namco Presents J Legend Retsuden,15.92,31.366,Bandai Namco,7/11/2013
NDS,Bangai-O Spirits,3.2,3.2,D3 Publisher,19/03/2008
N64,Banjo-Kazooie,43.396,405.944,Nintendo,6/12/1998
360,Banjo-Kazooie: Nuts & Bolts,1.9,1.9,Microsoft,11/12/2008
N64,Banjo-Tooie,45.871,194.263,Nintendo,27/11/2000
PSV,Bara ni Kakusareshi Verite,2.98,2.98,Idea Factory,1/9/2016
SAT,Baroque,21.352,27.406,Entertainment Software Publishing,21/05/1998
PS2,Baroque,8.023,8.023,Sting,28/06/2007
FC,Baseball,,2.350.000,Nintendo,7/12/1983
PS2,Baseball Live 2005,41.8,128.221,Namco,21/04/2005
PS1,Baseball Navigator,16.904,16.904,Angel,31/07/1997
PS1,Bass Fisherman,5.027,5.027,Sammy,11/6/1998
PS1,Bass Landing,58.346,220.173,ASCII,14/01/1999
PS1,Bass Landing 2,28.482,67.791,ASCII,6/4/2000
PS2,Bass Landing 3,6.112,6.112,Sammy,27/02/2003
PS1,Bastard!! Utsuro Naru Kamigami no Utsuwa,,129.213,Seta,27/12/1996
NGC,Baten Kaitos: Eternal Wings and the Lost Ocean,47.06,108.615,Namco,5/12/2003
NGC,Baten Kaitos: Origins,12.348,44.297,Nintendo,23/02/2006
360,Batman: Arkham Asylum,3.794,6.581,Square Enix,14/01/2010
PS3,Batman: Arkham Asylum,8.266,16.406,Square Enix,14/01/2010
360,Batman: Arkham Asylum [All Versions],3.794,8.805,Square Enix,14/01/2010
PS3,Batman: Arkham Asylum [All Versions],8.266,36.161,Square Enix,14/01/2010
PS3,Batman: Arkham Asylum [Warner the Best],3.033,12.532,Warner Entertainment Japan,5/7/2012
360,Batman: Arkham City,2.964,3.759,Warner Entertainment Japan,23/11/2011
PS3,Batman: Arkham City,12.192,22.622,Warner Entertainment Japan,23/11/2011
WIU,Batman: Arkham City - Armored Edition,,13.837,Warner Entertainment Japan,8/12/2012
PS3,Batman: Arkham City [Al Versions],12.192,55.744,Warner Entertainment Japan,23/11/2011
360,Batman: Arkham City [All Versions],2.964,5.983,Warner Entertainment Japan,23/11/2011
PS3,Batman: Arkham City [Warner the Best],5.006,25.899,Warner Entertainment Japan,5/7/2012
360,Batman: Arkham Dual Pack,1.282,2.224,Warner Entertainment Japan,20/06/2013
PS3,Batman: Arkham Dual Pack [Warner the Best],1.709,7.223,Warner Entertainment Japan,10/10/2013
PS4,Batman: Arkham Knight,48.33,89.379,Warner Entertainment Japan,16/07/2015
360,Batman: Arkham Origins,1.214,1.646,Warner Entertainment Japan,5/12/2013
PS3,Batman: Arkham Origins,11.537,16.387,Warner Entertainment Japan,5/12/2013
PSV,Batman: Arkham Origins Blackgate,1.832,3.322,Warner Entertainment Japan,5/12/2013
PS4,Batman: Return to Arkham,2.499,2.499,Warner Entertainment Japan,23/02/2017
SAT,Batsugun,7.017,7.017,Banpresto,25/10/1996
NGC,Battalion Wars,21.516,55.565,Nintendo,27/10/2005
WII,Battalion Wars 2,24.893,74.086,Nintendo,15/05/2008
PS1,Battle Arena Nitoshinden,14.174,23.139,Takara,20/09/1996
PS1,Battle Arena Toshinden,165.444,696.851,Takara,1/1/1995
PS1,Battle Arena Toshinden 2,,372.298,Takara,29/12/1995
PS1,Battle Arena Toshinden 2 [All Versions],,435.712,Takara,29/12/1995
